car_id,title,model,price_million,description,odo,registration,origin,condition,warranty,year,version,gearbox,fuel,body_type,seats,drivetrain,horse_power,torque,engine_capacity,fuel_consumption,airbags,ground_clearance,doors,unladen_weight,gross_weight,image_folder,url
p29_s3_1774764284,Mazda 3 2023 1.5 Luxury Trắng,Mazda 3,589.0,"🚗Mazda 3 1.5 Luxury -Đời 2023 -Màu trắng -Odo : 27.000 km Giá chào bán : 589 triệu 💵Giảm tiền mặt trực tiếp 🎁 🎁Hỗ trợ trả góp 70% với lãi xuất cực kì ưu đãi 👉Carpla cam kết chuẩn odo 👉Máy móc nguyên zin 👉Không đâm đụng , không thuỷ kích ✅Khuyến khích khách hàng mang check hãng ✅Bảo hành 12 tháng hoặc 20.000km 📱: *** (Minh Tân ) 🎯Địa chỉ: Automall Carpla Tân Phú - 314 Lũy Bán Bích, P. Hòa Thạnh, Q. Tân Phú, TPHCM",27000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2023,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p29_s3_1774764284,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/131175093.htm
p29_s4_1774764295,"Mazda 3 2.0 PremiumSport 2020 để Mộc, quá cá tính",Mazda 3,564.0,"MAZDA 3 SPORT 2.0 PREMIUM 2021 - Rửa sơ là chạy.  Bản cao cấp nhất, ngập tràn công nghệ an toàn I-Activsense.  Động cơ 2.0 đạp ga là dính ghế, cảm giác lái cực sướng.  Odo 5.5 vạn km, lốp dày, gầm bệ chắc nịch.  Cam kết không lỗi , bao test hãng theo yêu cầu.",55000,Có,Nước khác,Đã sử dụng,Bảo hành hãng,2021,1.5L Sport Premium,Tự động,Xăng,Hatchback,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p29_s4_1774764295,https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/131174061.htm
p29_s5_1774764308,🚗 MAZDA 2 2016 – SỐ TỰ ĐỘNG - Odo 80.000 km,Mazda 2,325.0,"🚗 MAZDA 2 2016 – SỐ TỰ ĐỘNG 🔹 Màu xám sang trọng 🔹 Odo: 80.000 km 💰 Giá bán: 325 triệu ✨ TÌNH TRẠNG XE: ✅ Xe gia đình sử dụng kỹ – giữ gìn cẩn thận ✅ Nội – ngoại thất còn đẹp, sạch sẽ ✅ Máy móc zin nguyên bản – vận hành êm ái ✅ Không đâm đụng – Không ngập nước – Bao test hãng 🛠️ TRANG BỊ NỔI BẬT: Động cơ 1.5L SkyActiv tiết kiệm nhiên liệu Hộp số tự động vận hành mượt mà Hệ thống giải trí màn hình trung tâm Điều hòa mát sâu Gương kính chỉnh điện tiện lợi Hệ thống an toàn ABS – EBD – túi khí 🌟 ƯU ĐIỂM: ✔ Sedan nhỏ gọn – dễ lái – tiết kiệm xăng ✔ Phù hợp đi gia đình hoặc chạy dịch vụ ✔ Thương hiệu Mazda bền bỉ – chi phí sử dụng thấp 🎯 Giá cực tốt: 325 triệu 📌 Thu xe cũ – đổi xe bù trừ giá tốt 📌 Hỗ trợ sang tên – rút hồ sơ toàn quốc 📌 Bao test hãng hoặc gara 🏢 Chợ Xe Ô TÔ 362 📍 362 Thống Nhất, P.16, Gò Vấp, TP.HCM",80000,Có,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2016,N/A,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p29_s5_1774764308,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/131173432.htm
p29_s6_1774764320,Mazda BT-50 2021 2.2 4x2 AT 53.000 km,BT-50,478.0,"Mazda BT-50 2.2 4x2 AT đời 2021, số tự động, xe bán tải mạnh mẽ.  - Odo 53.000 km, xe giữ gìn cẩn thận.  - Thiết kế nam tính, nội thất rộng rãi.  - Giá 478 triệu.",53000,Có,Nước khác,Đã sử dụng,Bảo hành hãng,2021,AT 4x2,Tự động,Dầu,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,> 1 tấn,> 2 tấn,car_p29_s6_1774764320,https://xe.chotot.com/mua-ban-oto-thanh-pho-di-an-binh-duong/131172003.htm
p29_s7_1774764333,𝐍𝐄𝐖 𝐌𝐀𝐙𝐃𝐀 𝐂𝐗-𝟖 𝟐.𝟓 (𝐄𝟓) 𝐋𝐮𝐱𝐮𝐫𝐲 🇯🇵 2026 Sẵn giao,Mazda Other,939.0,🔥Cập nhật giá bán 𝐍𝐞𝐰 𝐌𝐚𝐳𝐝𝐚 𝐂𝐗𝟖 𝐄𝟓 tháng 03/2026: 🔥Sở hữu New Mazda CX8 E5 với ưu đãi cực kỳ hấp dẫn! 🔹 Tặng gói phụ kiện cao cấp & và nhiều ưu đãi khác khi sở hữu xe trong tháng  🔹 Bảo hành 5 năm hoặc 150.000km. 🔹 Hỗ trợ tài chính lên đến 80% giá trị xe  ‐------'------ Chi tiết báo giá liên hệ để em được phục vụ,N/A,N/A,Việt Nam,Mới,Bảo hành hãng,2026,N/A,Tự động,Xăng,SUV / Cross over,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p29_s7_1774764333,https://xe.chotot.com/mua-ban-oto-thanh-pho-dong-xoai-binh-phuoc/130874331.htm
p29_s8_1774764343,Mazda 3 2022 Luxury Trắng,Mazda 3,550.0,"Mazda 3 luxury sản xuất 2022 30.000.000km, bao check-test  Giá 550.000.000",30000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2022,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p29_s8_1774764343,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/131110503.htm
p29_s9_1774764352,Mazda 2 Sport 1.5L Luxury 2023,Mazda 2,448.0,"Mazda 2 sport 1.5L Luxury 2023 Odo: 43.000km Giá bán: 448 triệu - Xe lên màn Androi, camera 360, áp suất lốp, full phim cách nhiệt 3M, dán cách âm full xe.  ❌❌CAM KẾT: 𝐎𝐃𝐎 𝐂𝐡𝐮𝐚̂̉𝐧 - 𝐊𝐡𝐨̂𝐧𝐠 Đ𝐚̂𝐦 Đ𝐮̣𝐧𝐠 𝐍𝐠𝐚̣̂𝐩 𝐍𝐮̛𝐨̛́𝐜 🚘Xem xe Cần Thơ  📞Liên hệ ***",43000,N/A,Thái Lan,Đã sử dụng,Bảo hành hãng,2023,N/A,Tự động,Xăng,Hatchback,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p29_s9_1774764352,https://xe.chotot.com/mua-ban-oto-quan-thot-not-can-tho/131167475.htm
p29_s10_1774764365,Mazda 323 1999 Trắng,Mazda 3,58.5,mazda 323 1999 ❤️ máy bao êm ru nha  máy số ngon lành xe sạch sẽ như hình nha  bs bình dương chính chủ ký giấy  bao ký nha anh em  giá 58tr5  có xe che nắng che mưa nha  bên e nhận giao lưu bù trừ giá hợp lý nha  alo ***  để biết thêm chi tiết,200000,N/A,Nước khác,Đã sử dụng,Bảo hành hãng,1999,N/A,Số sàn,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p29_s10_1774764365,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/131167258.htm
p29_s11_1774764375,Mazda 2 AT vin 2026 – chỉ 399 triệu,Mazda 2,399.0,"Mazda 2 AT – chỉ 399 triệu  Mazda 2 AT thiết kế trẻ trung, nội thất hiện đại, động cơ tiết kiệm nhiên liệu và vận hành êm ái. Trang bị an toàn đầy đủ, phù hợp di chuyển đô thị. Sở hữu xe Nhật chất lượng với giá chỉ từ 399 triệu – lựa chọn lý tưởng cho người mua xe lần đầu.  🎁 Hiện xe đang có chính sách ưu đãi tốt trong tháng 📩 Anh/Chị quan tâm inbox em để được tư vấn chi tiết và nhận giá ***.  Minh Thanh Mazda Gò Vấp",N/A,N/A,Đang cập nhật,Mới,Bảo hành hãng,2025,1.5 AT,Tự động,Xăng,Hatchback,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p29_s11_1774764375,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/131124538.htm
p29_s12_1774764388,Mazda CX30 Luxury 2024 siêu lướt 13.000 km,CX-30,640.0,"Mazda CX30 Luxury 2024 siêu lướt chạy đúng 13.000 km Xe đẹp không lỗi, sơn zin nguyên chiếc, máy số zin... bao check test.  Giá có bớt lộc thêm ạ !",13000,Có,Thái Lan,Đã sử dụng,Bảo hành hãng,2024,Luxury 2.0 AT,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p29_s12_1774764388,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131082257.htm
p30_s0_1774764624,Mazda CX-5 Premium Trắng 11516 km,CX-5,815.0,"Mazda CX-5 Premium màu trắng, xe chạy 11516 km.   - Thiết kế hiện đại, nội thất tiện nghi.   - Động cơ mạnh mẽ, vận hành êm ái.   - Xe giữ gìn cẩn thận, sẵn sàng sử dụng.",11516,Có,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2025,Premium Sport 2.0 AT,Tự động,Xăng,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s0_1774764624,https://xe.chotot.com/mua-ban-oto-huyen-bac-tan-uyen-binh-duong/131159375.htm
p30_s1_1774764636,CẬP NHẬT GIÁ XE MAZDA CX8,CX-8,929.0,"𝐓Ư 𝐕Ấ𝐍 𝐁Á𝐎 𝐆𝐈Á 𝐍𝐄𝐖 𝐌𝐀𝐙𝐃𝐀 𝐂𝐗𝟖🔥  💥Cập nhật giá xe ưu đãi mới nhất:  - 𝐍𝐄𝐖 𝐌𝐀𝐙𝐃𝐀 𝐂𝐗𝟖 𝐋𝐔𝐗𝐔𝐑𝐘: 929 𝑻𝒓𝒊𝒆̣̂𝒖 - 𝐍𝐄𝐖 𝐌𝐀𝐙𝐃𝐀 𝐂𝐗𝟖 𝐏𝐑𝐄𝐌𝐈𝐔𝐌: 𝟗89 𝑻𝒓𝒊𝒆̣̂𝒖 - 𝐍𝐄𝐖 𝐌𝐀𝐙𝐃𝐀 𝐂𝐗𝟖 𝐒𝐈𝐆𝐍𝐀𝐓𝐔𝐑𝐄: 𝟏.𝟎𝟗𝟗 𝑻𝒓𝒊𝒆̣̂𝒖 ✅ Đăng kí lái thử xem xe tận nhà 🎁 Bộ quà tặng chính hãng 𝐌𝐀𝐙𝐃𝐀  🎁 Bảo hành chính hãng 5 năm hoặc 150.000km 🎁 Hỗ trợ ngân hàng lên đến 80%, thủ tục nhanh, lãi suất ưu đãi ✅ Liên hệ để được tư vấn báo giá *** và quà tặng đi kèm  ➖➖➖➖➖➖➖➖➖ 📞 𝐇𝐨𝐭𝐥𝐢𝐧𝐞/𝐙𝐚𝐥𝐨: *** 📌𝐒𝐇𝐎𝐖𝐑𝐎𝐎𝐌 𝐊𝐈𝐀 𝐌𝐀𝐙𝐃𝐀 𝐁𝐈̀𝐍𝐇 𝐓𝐑𝐈𝐄̣̂𝐔 ➡️𝟏𝟐𝟕 & 𝟏𝟓𝟑 𝐐𝐮𝐨̂́𝐜 𝐋𝐨̣̂ 𝟏𝟑, 𝐊𝐏𝟏, 𝐏.𝐇𝐢𝐞̣̂𝐩 𝐁𝐢̀𝐧𝐡, 𝐓𝐏. 𝐇𝐂𝐌",N/A,N/A,Việt Nam,Mới,Bảo hành hãng,2026,N/A,Tự động,Xăng,SUV / Cross over,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p30_s1_1774764636,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/129640766.htm
p30_s2_1774764650,Mazda CX5 2025 Premium Sport Đen,CX-5,814.0,"Mazda CX5 Premium Sport 2025 màu đen, dòng SUV 5 chỗ rộng rãi, phù hợp gia đình.   - Thiết kế hiện đại, nội thất tiện nghi.   - Vận hành êm ái, tiết kiệm nhiên liệu.   - Xe giữ gìn cẩn thận, sẵn sàng sử dụng. ✅ Đăng kí lái thử xem xe tận nhà 🎁 Bộ quà tặng chính hãng 𝐌𝐀𝐙𝐃𝐀  🎁 Bảo hành chính hãng 5 năm hoặc 150.000km 🎁 Hỗ trợ ngân hàng lên đến 80%, thủ tục nhanh, lãi suất ưu đãi ✅ Liên hệ để được tư vấn báo giá *** và quà tặng đi kèm  ➖➖➖➖➖➖➖➖➖ 📞 𝐇𝐨𝐭𝐥𝐢𝐧𝐞/𝐙𝐚𝐥𝐨: *** 📌𝐒𝐇𝐎𝐖𝐑𝐎𝐎𝐌 𝐌𝐀𝐙𝐃𝐀 𝐁𝐈̀𝐍𝐇 𝐓𝐑𝐈𝐄̣̂𝐔 ➡️𝟏𝟐𝟕 & 𝟏𝟓𝟑 𝐐𝐮𝐨̂́𝐜 𝐋𝐨̣̂ 𝟏𝟑, 𝐊𝐏𝟏, 𝐏.𝐇𝐢𝐞̣̂𝐩 𝐁𝐢̀𝐧𝐡, 𝐓𝐏. 𝐇𝐂𝐌",N/A,N/A,Việt Nam,Mới,Bảo hành hãng,2025,Premium Sport 2.0 AT,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p30_s2_1774764650,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/130867765.htm
p30_s3_1774764661,Mazda 626 1992 Đen,Mazda 6,40.0,mazda 626.đời 1992. mạnh.lạnh.tốt. nội thất đẹp. giá cao nhé. bốn..chục triệu. vì xe rất chuẩn...,250000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,1992,N/A,Số sàn,Xăng,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s3_1774764661,https://xe.chotot.com/mua-ban-oto-huyen-krong-a-na-dak-lak/131148983.htm
p30_s4_1774764666,Chính Chủ - Mazda 3 2018 Luxury Trắng,Mazda 3,420.0,"HỒ CHÍ MINH - Chính chủ mình cần bán chiếc Mazda 3 - 2018 Luxury - 1.5 AT, số tự động , cửa sổ trời.Odo: 65.000 km ( đi rất ít ) Xe nguyên bản , đi lại ít từ công ty về nhà. Chỉ lên lazang, lốp Michelin và Camera hành trình. Bao kiểm tra đâm đụng , thuỷ kích. A/c nào thiện chí liên hệ mình xem xe trực tiếp tại nhà .  Xin Cảm Ơn !",65000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2018,1.5 AT Sedan,Tự động,Xăng,Hatchback,5,FWD,112 HP @6000 RPM,144 Nm @4000 RPM,1.5,5,4,160,5,> 1 tấn,> 2 tấn,car_p30_s4_1774764666,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/130550114.htm
p30_s5_1774764677,Mazda Cx30 Vin25 Ưu đãi Sốc,CX-30,679.0,"🚘 MAZDA CX-30 - SẴN XE GIAO NGAY 🚘 🔥 ƯU ĐÃI CỰC MẠNH TRONG THÁNG 3 📦 GIÁ BÁN CHỈ TỪ: 679 TRIỆU ✅ Giảm giá tiền mặt khủng, giá bán thấp nhất phân khúc ✅ Quà tặng phụ kiện chính hãng ✅ Lái thử xe tại nhà ✅ Giao xe nhanh – thủ tục linh hoạt ✅ Hỗ trợ thủ tục đăng ký đăng kiểm ✅ Bảo hành 5 năm hoặc 150.000 km",N/A,N/A,Thái Lan,Mới,Bảo hành hãng,2025,N/A,Tự động,Xăng,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,car_p30_s5_1774764677,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131125222.htm
p30_s6_1774764686,Mazda 3 2020 1.5L Luxury - 99999 km,Mazda 3,485.0,"✨Thông tin chi tiết:  * Loại xe: Sedan, phù hợp cho cả gia đình nhỏ và cá nhân. * Năm sản xuất: 2020. * Màu sắc: Trắng, sang trọng và dễ dàng bảo quản. * Số chỗ ngồi: 5 chỗ. * Nhiên liệu: Xăng, tiết kiệm nhiên liệu và dễ dàng tìm kiếm. * Hộp số: Tự động, mang lại trải nghiệm lái xe thoải mái và dễ dàng. * Số km đã đi: 99999 km.",99999,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2020,1.5L Luxury,Tự động,Xăng,Sedan,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,> 1 tấn,> 2 tấn,car_p30_s6_1774764686,https://xe.chotot.com/mua-ban-oto-thanh-pho-hue-thua-thien-hue/131144453.htm
p30_s7_1774764693,"Mazda CX3 2024 1.5AT,màu đỏ,23.000 km",CX-3,529.0,"Mazda CX3 2024 1.5L, 5 chỗ gầm cao,màu đỏ còn rất mới đẹp. - Odo 23.000 km, biển số 60 Đồng Nai. - Đăng kiểm đến 1/2028 * Giá bán 529 triệu còn bớt lộc. * Bao rút hồ sơ gốc. * Hỗ trợ sang tên các tỉnh. * Hỗ trợ hồ sơ trả góp ngân hàng. * Hỗ trợ giao xe tận nơi. * Thu đổi xe tận nơi giá cao.  *** Cam kết chất lượng xe bán ra : + Không tai nạn, không cháy nổ  + Không ngập nước, thủy kích. + Động cơ,hộp số, khung gầm nguyên bản. + Bảo hành 6 tháng/5000km cho động cơ, hộp số.",23000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2024,Deluxe 1.5 AT,Tự động,Xăng,SUV / Cross over,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s7_1774764693,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/131144243.htm
p30_s8_1774764705,Mazda CX3 2024 Đỏ 23.000 km,CX-3,529.0,"Mazda CX3 2024 Odo: 23.000 ĐKLD T1/2025 Cam kết: Odo chuẩn, k đâm đụng, k ngập nước, k đại tu động cơ hộp số, odo chuẩn Giá: 529tr ☎️*** Thy",23000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2024,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s8_1774764705,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131143411.htm
p30_s9_1774764717,Mazda 6 2019 mới đi 46k km,Mazda 6,515.0,"BÁN MAZDA 6 CHO ACE ĐI TẾT  Xe em đăng ký lần đầu 2019, chạy được 46k km (cam kết đúng km, bao check hãng).   Xe này Ba em chạy được 5 năm rồi, do ít đi quá nên toàn nằm trong sân. Màu trắng rất đẹp có trầy xước nhẹ chút bên ngoài ko đáng kể.  Em đã thay nhớt, bảo dưỡng đầy đủ, nên các anh chị em yên tâm chạy tết. Xe em bao đi xa bắc nam, có đảm bảo cho anh chị yên tâm, ko lỗi hay hư hỏng gì cả. Em cam kết máy móc chưa đụng hay tháo, ko tai nạn, ko ngập nước.  Các anh chị cứ trả giá thoải mái, được em bán, ko được thì vui vẻ. Em cám ơn",46000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2018,2.0L Premium,Tự động,Xăng,Sedan,5,FWD,153 HP @6000 RPM,200 Nm @4000 RPM,2,6,6,165,4,> 1 tấn,> 2 tấn,car_p30_s9_1774764717,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/130699852.htm
p30_s10_1774764730,Mazda CX3 2022 Premium Xám 26.000km,CX-3,570.0,"Em có con mazda CX3 bản premium mua cuối năm 2022 còn rất mới - ô tô sạch sẽ đẹp chưa sửa chữa, ổn định Tình trạng: đi được 26.000km nữ đi ít chỉ chở con quanh thành phố ❗️ Nguyên zin, không ngập nước, không tai nạn, không lỗi 💵 5XX triệu Quan tâm ib hoặc alo em ***",26000,Có,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2022,N/A,Tự động,Xăng,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s10_1774764730,https://xe.chotot.com/mua-ban-oto-quan-hai-chau-da-nang/131140496.htm
p30_s11_1774764737,Mazda CX-30 2024 Luxury Đỏ,CX-30,635.0,"Mazda CX-30 2024 Luxury màu đỏ, xe 5 chỗ, động cơ xăng, hộp số tự động.   - Thiết kế hiện đại, nội thất sang trọng.   - Vận hành êm ái, tiết kiệm nhiên liệu.   Rat mơi đẹp. Kg Lổi nhỏ . Son zin nguyen chiec .",13000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2024,N/A,Tự động,Xăng,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s11_1774764737,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/131066897.htm
p30_s12_1774764750,mazda3 2019 Sprot lăn bánh 2020,Mazda 3,485.0,"Xe Du Xuân Cho Các Bác Đây 😍😍😍 Mazda 2019 2.0 Sport đăng kí lần đầu tháng 11/2020 Chất xe đẹp kiểu dáng thể thao,Tiết Kiệm Nhiên Liệu - Loa hay như vũ trường -Trang bị nhiều option: 2 Khoá theo xe, đèn pha xoay theo vô lăng,ga tự động,cửa sổ trời,ghế điện,cam hành trình trước sau,mâm Lốp 18ing Cam kết máy số zin,xe không tai nạn,Ngập Nước Giá 4xy Hỗ trợ trả góp 70% giá trị xe  LH:***",62000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2019,2.0L Premium,Tự động,Xăng,Hatchback,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s12_1774764750,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/130836028.htm
p30_s13_1774764763,Mazda BT-50 Bạc 170000 km Tự động,BT-50,320.0,Xe nhà đang sử dụng - máy móc nguyên zin Odo 17 vạn Xe đi lại ít - không còn nhu cầu sử dụng Xem xe tại nhà 147 vạn phúc hà đông,170000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2015,N/A,Tự động,Dầu,Pick-up (bán tải),5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s13_1774764763,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/131133038.htm
p30_s14_1774764774,Mazda CX5 2022 Signature Premium 2.5 AWD,CX-5,750.0,"Mazda Cx5 Signature Premium 2.5 AWD sx 2022 bản đắt nhất màu xám. Xe 1 chủ từ mới lăn bánh T4/22. Odo 2,4 vạn km zin, full lịch sử bảo dưỡng hãng. Xe đẹp xuất sắc.",24000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2022,N/A,Bán tự động,Xăng,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s14_1774764774,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/131131739.htm
p30_s15_1774764784,Mazda CX8 2025 2.5 AWD Trắng,CX-8,1150.0,"CX8 2.5 AWD PREMIUM SIGNATURE sxuat 2025 ( đăng ký 2026 ) , xe 1 chủ Hà Nội phố cổ đi 3.000km ( Ba Nghìn Cây ) , sơn zin cả xe , nội thất da còn thơm nguyên mùi mới , bản cao cấp nhất full option..",3000,N/A,Đang cập nhật,Đã sử dụng,Bảo hành hãng,2025,N/A,Bán tự động,Xăng,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s15_1774764784,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/131131625.htm
p30_s16_1774764794,"Mazda CX8 Deluxe 2021 Đen - 60,000 KM",CX-8,679.0,"✧ Bán xe Mazda CX8 Deluxe 2021, số tự động, máy xăng 2.5L, một cầu, màu đen, nội thất đen. ✧ ODO chuẩn: 60,000 KM. Full lịch sử hãng, chất xe chủ đi giữ kỹ rất mới. ✧ Xe trang bị: 7 chỗ, hệ thống đèn Full Led, ghế da chỉnh điện, màn hình giải trí, camera lùi, dán Film cách nhiệt, thảm lót sàn … ✧ TÌNH TRẠNG XE: Xe không lỗi, tuyệt vời, (động cơ, hộp số, keo chỉ, khung gầm) zin nguyên bản, nội ngoại thất sạch sẽ. ✧ XE ĐƯỢC CAM KẾT: Không tai nạn đâm đụng, không ngập nước, không tua KM, không phạt nguội. ✧ Xem xe bao thầy thợ kiểm tra và test hãng toàn quốc, bao Check theo yêu cầu người mua. ✧ Hỗ trợ vay ngân hàng. ✧ Hỗ trợ sang tên. ✧ Hỗ trợ giao xe toàn quốc. ✧ Bảo hành khi mua. ✧ Cam kết chất lượng bằng văn bản.  ✧ Có nhận giao lưu, trao đổi các dòng xe khác. ✧ Giá bán: 679,000,000 đ (còn thương lượng).",60000,Có,Việt Nam,Đã sử dụng,Bảo hành hãng,2021,Deluxe,Tự động,Xăng,SUV / Cross over,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,> 1 tấn,> 2 tấn,car_p30_s16_1774764794,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-duc-tp-ho-chi-minh/130851409.htm
p30_s17_1774764806,Mazda CX-3 2025 1.5 Deluxe Trắng,CX-3,548.0,"Mazda CX-3 1.5 Deluxe đời 2025 màu trắng, xe mới mua, chạy 6.000 km.   - Xe còn mới, nguyên bản.   - Thiết kế trẻ trung, vận hành linh hoạt.   - Giá 548 triệu.",6000,Có,Nước khác,Đã sử dụng,Bảo hành hãng,2025,Deluxe 1.5 AT,Tự động,Xăng,SUV / Cross over,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s17_1774764806,https://xe.chotot.com/mua-ban-oto-thanh-pho-di-an-binh-duong/131130228.htm
p30_s18_1774764818,Mazda 3 2023 1.5L Luxury - 16000 km - Hà Nội,Mazda 3,570.0,"Chính chủ mình bán  Mazda3 1.5 luxurry năm sx,đk 11/2023  xe 1 chủ hà nội từ mới. xe chạy đúng 1v6 km zin,(full lịch sử bảo duởng hãng) chủ đi rất giữ gìn,nội ngoại thất còn đẹp như mới,lốp theo xe cả dàn dày bịch,sơ cua chưa hạ. Em cam kết xe nguyên bản ko 1 lỗi j.ae lấy người nhà yên tâm tuyệt đối. Ae quan tâm xin lh :***",16000,N/A,Việt Nam,Đã sử dụng,Bảo hành hãng,2023,1.5L Luxury,Tự động,Xăng,Sedan,Khác,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,> 1 tấn,> 2 tấn,car_p30_s18_1774764818,https://xe.chotot.com/mua-ban-oto-huyen-dan-phuong-ha-noi/131130147.htm
