car_id,model,version_extracted,year,price_million,odo,gearbox,fuel,body_type_clean,origin_clean,exterior_color,is_single_owner,seats_clean,engine_capacity,drivetrain_clean,airbags_clean,image_folder,description
p6_s8_1776268386,CX-5,2.0 Premium,2021,668.0,52000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Đỏ,True,5,2.0,FWD,6,car_p6_s8_1776268386,"CX-5 2.0 Premium 2021 Màu Đỏ Soul Red Crystal Một Chủ Mua Mới Km 52.000, bệ bước,Hud kính, 10 loa Bose, Cruise control, Apple Carplay,4 vỏ mới tinh, sơ cua chưa lăn, cốp điện, cửa sổ trời...Vvv Hỗ trợ Bank 70 giá trị xe - 𝗖𝗮𝗺 𝗸𝗲𝘁 𝗞𝗵𝗼𝗻𝗴 đ𝗮𝗺 đ𝘂𝗻𝗴, 𝗡𝗴𝗮𝗽 𝗻𝘂𝗼𝗰 - Đ𝗼𝗻𝗴 𝗰𝗼,𝗵𝗼𝗽 𝘀𝗼 𝗻𝗴𝘂𝘆𝗲𝗻 𝗯𝗮𝗻 - 𝗕𝗮𝗼 𝗵𝗮𝗻𝗵 𝟲 𝘁𝗵𝗮𝗻𝗴 𝗰𝗵𝗼 𝘅𝗲 𝗯𝗮𝗻 𝗿𝗮 - 𝗕𝗮𝗼 𝘁𝗲𝘀𝘁 𝗵𝗮𝗻𝗴, 𝗚𝗶𝗮𝗼 𝘅𝗲 𝘁𝗼𝗮𝗻 𝗤𝘂𝗼𝗰 Showroom 655 ĐT 747, Bình Mỹ, Bắc Tân Uyên, Bình Dương https//maps.app.goo.gl/GJwKCou6quXdr7JSAg_stiz Hotline ÔTôQuânBồBìnhDương"
p22_s4_1776271157,CX-5,2.0 AT,2018,550.0,96000.0,Tự động,Xăng,SUV,Khác,Khác,False,5,2.0,FWD,6,car_p22_s4_1776271157,"E bán Mazda cx5 2.0 AT sx 2018 chạy chuẩn 9v6 . Xe dc bảo dưỡng định kỳ , thay dầu bảo dưỡng theo đúng qui trình vận hành của xe"
p20_s5_1774760466,Mazda 3,1.5 Sport,2017,395.0,60000.0,Tự động,Xăng,Sedan,Khác,Khác,False,5,1.5,FWD,6,car_p20_s5_1774760466,"Bán Mazda 3 1.5L sport AT Số tự động Hackback Xe 5 chỗ Sx 2017 Xe trang bị cửa sổ trời, phanh tay điện tử, đề Starstop, ghế da Xe zin đẹp toàn bộ Máy móc, hộp số, cầu láp nguyên zin 100 Anh chị mua xài an tâm"
p4_s1_1776268059,Mazda 6,2.0L Premium,2018,468.0,81000.0,Tự động,Xăng,Sedan,Việt Nam,Cam,False,5,2.0,FWD,6,car_p4_s1_1776268059,"THẾ GIỚI Ô TÔ về MAZDA 6 2.0 PREMIUM SX 2018 ODO 8 VẠN Xe được trang bị những tính năng sau Động cơ SkyActiv-G 2.0L 154 mã lực/200 Nm, hộp số tự động 6 cấp và công nghệ i-Stop. Hệ thống i-ActivsenseGhế da cao cấp, nhớ ghế, màn hình HUD, màn hình trung tâm, camera lùi, phanh tay điện tử EPB, cửa sổ trời.loa BOSE Hỗ trợ BANK - Kiểm tra xe bên đơn vị thứ 3 Cảm ơn Anh/chị đã đọc tin, vui lòng liên hệ để có thông tin chi tiết SHOWROOM THẾ GIỚI Ô TÔ 342- 344 PHẠM VĂN ĐỒNG F HẠNH THÔNG THÀNH PHỐ HỒ CHÍ MINH"
p48_s3_1774768517,Mazda 3,1.5L Luxury,2025,615.0,6400.0,Tự động,Xăng,Sedan,Việt Nam,Cam,False,5,1.5,FWD,6,car_p48_s3_1774768517,"_ Ông hoàng trong phân khúc có doanh số bán phân khúc C 𝐌𝐚𝐳𝐝𝐚 𝟑 𝟐𝟎𝟐𝟓 𝐋𝐮𝐱𝐮𝐫𝐲 siêu lướt . Xe mới đăng ký 2 tháng . Lăn bánh chuẩn 6.400km . Nội - ngoại thất - lốp còn nguyên rin 100 theo xe . Tiết kiệm gần 100tr so vs xe mới . TT 170tr nhận xe . Thời hạn vay 8 năm . Lãi suất 7,65năm . Gốc 4tr6 . Lãi 2tr8 . Tháng góp 7tr400k . Option Thiết kế ngôn ngữ kodo sang trọng , lịch lãm , động cơ Skyactive thế hệ mới đi kèm hộp số 6 cấp bền bỉ - tiết kiệm nhiên liệu phân khúc , hệ thống chiếu sáng tự động bật tắt , chìa khoá thông minh , khởi động xe bằng nút bấm Start Stop , nội thất bọc da , phanh tay điện tử , dừng xe tự động Auto Hold , xe có 2 chế độ lái , màn hình trung tâm 10 inch kết nối Apple Carplay - Androi Auto , điều hoà 2 vùng độc lập , hệ thống an toàn 6 túi khí , camera lùi , cảm biến va chạm sau , phanh điện tử ABS ,... 𝐊𝐡𝐨𝐚 𝐂𝐡𝐮𝐨𝐧𝐠 𝐀𝐮𝐭𝐨 Đẳng cấp xe lướt Bên em chuyên trao đổi ô tô đã qua sử dụng , xe ô tô đời mới lướt Bảo hành khi mua xe tại showroom lên đến 2 năm Hổ trợ vay ngân hàng lãi suất thấp - thủ tục nhanh gọn .𝐃𝐮𝐲𝐞𝐭 𝐡𝐨 𝐬𝐨 𝐯𝐚𝐲 𝐭𝐫𝐨𝐧𝐠 𝐯𝐨𝐧𝐠 𝟓 𝐏𝐡𝐮𝐭 . Không cần chứng minh thu nhập. Nói không với xe đâm đụng - ngập nước tại showroom KC Auto. Hoàn trả 100 tiền nếu phát hiện lỗi ở toàn quốc . Hổ trợ vay ngân hàng đối với khách hàng bị nợ xấu lãi suất tốt . Địa chỉ 38-40 Nguyễn Phước Lan - TP Đà Nẵng"
p33_s0_1774765283,Mazda 3,Unknown,2019,420.0,100000.0,Tự động,Xăng,Sedan,Khác,Đen,False,5,2.0,FWD,6,car_p33_s0_1774765283,Mazda 3 - 2019 Đi 100.000km check thoải mái không đâm đụng thuỷ kích. Liên hệ trực tiếp giá mong muốn 420trcó thương lượng
p36_s3_1774765904,Mazda 2,1.5 AT,2023,395.0,2000.0,Tự động,Xăng,Hatchback,Khác,Khác,True,5,1.5,FWD,6,car_p36_s3_1774765904,"Mazda 2 1.5AT 2023 Zin 2 vann km Tư nhân 1 chủ từ mới Full lịch sử bảo dưỡng hãng Trang bị đèn full led tự động cân bằng góc chiếu, khởi động nút bấm Start Stop, gương chỉnh điện, tựa đầu 3 điểm, cân bằng điện tử, khởi hành ngang dốc, tự động khóa cửa khi vận hành, cảnh báo chống trộm,... Phanh tay điện tử 395"
p39_s1_1774766511,Mazda 3,1.5L Luxury,2024,575.0,27000.0,Tự động,Xăng,Sedan,Việt Nam,Đỏ,True,5,1.5,FWD,6,car_p39_s1_1774766511,"Mazda 3 1.5 bản Luxury lăn bánh được 27.000 kilomet , sản xuất năm 2024. Xe cá nhân, 1 chủ mua mới từ đầu. Bảo dưỡng đầy đủ, nội thất bên trong còn mới, thơm mùi da. Mazda 3 cho cảm giác lái linh hoạt, động cơ 1.5 rất tiết kiệm xăng. Giá bán mong muốn và còn thương lượng thêm Sản phẩm có bảo hành. - - Anh/Chị quan tâm Nguyên hoặc SMS Địa chỉ 1076 Tạ Quang Bửu, Phường Bình Đông, Quận 8, TP Hồ Chí Minh"
p47_s7_1774768314,Mazda 3,Sport 1.5L Luxury,2019,455.0,65258.0,Tự động,Xăng,Hatchback,Việt Nam,Khác,True,5,1.5,FWD,6,car_p47_s7_1774768314,"Bán nhanh xe Mazda 3 2019 mẫu mới sport full cao cấp 1 chủ cực đẹp zin, xe 1 chủ cực chất nguyên zin như hãng , keo chỉ máy số zin Dòng xe 5 chỗ cao cấp sang trọng cho mọi gia đình, Full chức năng , bảo dưỡng tốt nên gầm máy số đi cực kỳ êm sướng nhẹ bốc như mới Giá dân sử dụng như lái buôn ưu tiên bà con sử dụng Có trao đổi các loại xe khác Hồ sơ cầm tay nhập tên chính chủ ngay nhanh gọn Ai cần alô trực tiếp không nhắn tin Bao tét hãng thợ thầy các kiểu Giấy tờ chính chủ ký giao dịch ngay"
p39_s2_1774766523,CX-5,Premium,2024,865.0,20000.0,Tự động,Xăng,SUV,Khác,Bạc,False,5,2.0,FWD,6,car_p39_s2_1774766523,"Mazda CX-5 Premium Exclusive san xuat 2024, mau trang, lan banh 20.000 km, mot chu tu moi.... - Cam kết không đâm đụng , không ngập nước , hồ sơ pháp lý minh bạch . - Hỗ trợ check test theo yêu cầu. - Hỗ trợ trả góp ngân hàng lên tới 70-75. - Hỗ trợ mua - bán , sang tên biển định danh. - Hỗ trợ giao xe toàn quốc."
p29_s8_1774764343,Mazda 3,Luxury,2022,550.0,30000.0,Tự động,Xăng,Sedan,Khác,Trắng,False,5,2.0,FWD,6,car_p29_s8_1774764343,"Mazda 3 luxury sản xuất 2022 30.000.000km, bao check-test Giá"
p6_s8_1774727316,Mazda 2,1.5 Hatchback,2017,318.0,77123.0,Tự động,Xăng,Hatchback,Nhật Bản,Trắng,False,5,1.5,FWD,2,car_p6_s8_1774727316,Xe nhà mua mới 1 đời chủ ít sử dụng . Đồng Sơn máy nội thất nguyên thủy. ACE muốn đưa lên hãng kiểm tra thì ok . Coi xe ưng ý ngay
p10_s0_1774727994,CX-5,2.0 Premium Sport,2023,810.0,15024.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Đen,False,5,2.0,FWD,6,car_p10_s0_1774727994,"Xe nữ đi , ít lái , chưa ngập , ko đụng chợt gì hết Mới đi 15024km Mazda cx5 2023 bản sport mua cuối năm 2023 đầu năm 2024 Thử tset thoải mái đảm bảo uy tín"
p17_s2_1774759733,Mazda 6,2.3 AT,2005,165.0,130000.0,Tự động,Xăng,Sedan,Việt Nam,Bạc,True,5,2.0,FWD,6,car_p17_s2_1774759733,"Bán mazda 6 đời cuối 2005 số Tự Động.gốc sg chính chủ.full đồ chơi.4 vỏ michelin date 2024,màn hình Android,camera lùi,ghế điện,máy số zin sùn chỉ đủ.đã bảo dưỡng full. bao ký rút cho a chị.ai có nhu cầu alo nhé.xem xe cầu ngang Bình Dương cũ.thaanks"
p71_s11_1776277316,CX-5,2.5 Premium,2019,639.0,32000.0,Tự động,Xăng,SUV,Khác,Trắng,True,5,2.5,FWD,6,car_p71_s11_1776277316,"Mazda CX-5 2.5L Premium 2019 Xe đẹp xuất sắc 1 chủ Odo 32.000 km Biển Cần Thơ Xe zin, nội thất như mới Loa Bose HUD cảnh báo điểm mù, lệch làn Vỏ sơ cua chưa dùng, lốp zin theo xe Mua về chạy Tết khỏi lo nghĩ Giá 6xx triệu Phương Nam Lê Hồng Phong, Vị Tân, Cần Thơ"
p44_s4_1774767560,BT-50,3.2L 4x4 AT,2016,395.0,97000.0,Tự động,Dầu,Pick-up (bán tải),Thái Lan,Xanh,False,5,2.0,FWD,6,car_p44_s4_1774767560,Bán tải BT50 STD 2 Cầu 2016 3.2 4x4 AT bản cao cấp nhất Màu Xanh mẫu mới đẹp keng chạy cực khỏe lên màn hình anroi cam lùi hành trình ghế da võ lốp dày cui có nắp thùng thấp Giá chỉ hơn xe 1 cầu tí 395tr bao rút hồ sơ xem xe Bảo Vinh Long Khánh Đồng Nai
p38_s10_1774766357,CX-5,2.0L Luxury,2020,635.0,79000.0,Tự động,Xăng,SUV / Cross over,Khác,Khác,False,5,2.0,FWD,6,car_p38_s10_1774766357,Cx5 2020 2.0 luxury đẹp căng nét. odo 79 ngàn cây Ace quan tâm thì alo cho em ạ
p3_s5_1774726675,BT-50,Premium,2019,560.0,50000.0,Tự động,Dầu,Pick-up (bán tải),Thái Lan,Trắng,False,5,2.0,FWD,6,car_p3_s5_1774726675,"- Bản Premium 4x4 Phiên bản cao cấp nhất dòng BT-50 2019 - Chịu ngập lội 80 cm, điều khiển gương, ghế lái tự động - Đăng ký lần đầu tháng 8/2023 Xe chạy 5 vạn - Trang bị thêm Màn hình Camera 360 OledPro Độ loa nghe nhạc, Đèn bi Led, - Bảo dưỡng, bảo trì 100 trong Gara Mazda - Cam kết chưa dính ngập nước, không đâm đụng - Nội thất mới, Xe chỉ phục vụ đi lại cho gia đình nên gia đình rất giữ gìn ---------------- Giá 5xx Các bác có thiện mua chí vui lòng inbox mình nhé. Nếu bác nào có nhu cầu mình có đủ giấy nộp thuế trước bạ khi đăng ký lần đầu để yên tâm về thời gian bắt đầu lăn bánh của xe, hóa đơn các lần bảo trì, bảo dưỡng nhé"
p5_s14_1774727180,Mazda 3,1.5L Luxury,2023,589.0,27000.0,Tự động,Xăng,Sedan,Việt Nam,Trắng,True,5,1.5,FWD,6,car_p5_s14_1774727180,"MAZDA 3 1.5 AT LUXURY 2023 Năm sản xuất 2023 - Màu TRẮNG - Biển TỈNH ODO 27.000 Km ODO chuẩn không tua 𝗚𝗶𝗮 𝗖𝗼𝗻𝗴 𝗞𝗵𝗮𝗶 589 Thương lượng cho anh/em thiện chí luôn có giá 𝐔𝐮 Đ𝐚𝐢 ---------------------------------- 𝑯𝒐 𝑻𝒓𝒐 𝑳𝒂𝒊 𝑻𝒉𝒖 𝑻𝒂𝒊 𝑵𝒉𝒂 𝑪𝒂𝒎 𝑵𝒉𝒂𝒏 𝑪𝒉𝒂𝒕 𝑿𝒆 𝐋𝐢𝐞𝐧 𝐡𝐞 𝐌𝐫.𝐍𝐚𝐦𝐙𝐀𝐋𝐎 ---------------------------------- - Xe biển trắng GIA ĐÌNH, 1 chủ từ đầu mua mới - Nội thất xe còn mới - Chất xe đẹp 𝐏𝐡𝐮 𝐊𝐢𝐞𝐧 𝐓𝐡𝐞𝐨 𝐗𝐞 - Phim cách nhiệt - Lót sàn 𝑪𝒂𝒎 𝑲𝒆𝒕 𝑪𝒉𝒂𝒕 𝑿𝒆 𝑩𝒂𝒏𝒈 𝑽𝒂𝒏 𝑩𝒂𝒏 THÔNG TIN XE MINH BẠCH BẢO HÀNH LÊN ĐẾN 6 THÁNG HOẶC 10.000 KM CAM KẾT XE KHÔNG ĐÂM ĐỤNG NGẬP NƯỚC 5 NGÀY LÁI THẬT CAM KẾT HOÀN TIỀN"
p11_s14_1776269161,Mazda 2,Premium,2024,495.0,23000.0,Tự động,Xăng,Hatchback,Khác,Cam,True,5,1.5,FWD,6,car_p11_s14_1776269161,"Mới về hàng lướt Mazda 2 Premium 1.5 AT sx 2024 nhập khẩu - Xe một chủ từ đầu odo 2,3v km zin, chất xe rất đẹp rất mới đã lên màn hình android cam 360 và còn bảo hiểm thân vỏ... - Xe bán có bảo hành, có cam kết chất lượng bằng văn bản, check test thoải mái. Giá 495tr Lh Đc Nghĩa Đô, Hà Nội"
p22_s14_1776271229,Mazda 3,1.5L Luxury,2022,525.0,50000.0,Tự động,Xăng,Hatchback,Khác,Trắng,False,5,1.5,FWD,6,car_p22_s14_1776271229,"Mazda 3 2022 luxury trắng ngọc trinh odo 5 vạn xịn chuẩn odo 4 vỏ mới thay gai gió còn dày cui , màn hìh hỗ trợ giải trí apcarplay androi auto , máy số zin chuẩn chỉnh Giá bán 525tr Hỗ trợ bank trả trước 190tr"
p61_s17_1776276101,Mazda 3,2.0L,2018,450.0,70000.0,Tự động,Xăng,Sedan,Khác,Khác,False,5,2.0,FWD,6,car_p61_s17_1776276101,"Mazda3 2.0AT sx 2018, động cơ xăng, hộp số tự động. - Thiết kế thể thao, nội thất tiện nghi. - Vận hành êm ái, tiết kiệm nhiên liệu. - Xe sẵn sàng lăn bánh."
p73_s16_1776277768,Mazda Other,2.2L 4x4 MT,2017,405.0,99000.0,Số sàn,Dầu,Pick-up (bán tải),Thái Lan,Bạc,False,5,2.2,FWD,6,car_p73_s16_1776277768,"Mazda BT-50, sản xuất năm 2017, nhập khẩu từ Thái Lan, là một lựa chọn đáng cân nhắc cho những ai đang tìm kiếm một chiếc xe bán tải mạnh mẽ và bền bỉ. Xe có màu bạc sang trọng, phù hợp với nhiều đối tượng khách hàng. Đây là phiên bản BT-50 với hộp số sàn, mang lại cảm giác lái chân thực và khả năng kiểm soát tốt trên mọi địa hình. Xe sử dụng nhiên liệu dầu, giúp tiết kiệm chi phí vận hành. Thông tin chi tiết Thương hiệu Mazda Model BT-50 Xuất xứ Thái Lan Số chỗ ngồi 2 Loại xe Bán tải Pick-up Nhiên liệu Dầu Hộp số Số sàn Năm sản xuất 2017 Số km đã đi 99.000 km Màu sắc Bạc Phiên bản 650298 Xe được bảo dưỡng định kỳ và giữ gìn cẩn thận. Ngoại thất xe còn khá mới, nội thất sạch sẽ và tiện nghi. Động cơ hoạt động ổn định, mạnh mẽ, đáp ứng tốt nhu cầu vận chuyển hàng hóa và di chuyển trên đường trường. Mazda BT-50 là một chiếc xe đáng tin cậy, phù hợp cho cả công việc và gia đình."
p73_s12_1776277727,CX-8,Premium,2020,700.0,111000.0,Tự động,Xăng,SUV,Khác,Khác,False,7,2.0,FWD,6,car_p73_s12_1776277727,"Không có nhu cầu sử dụng. Cần bán Mazda CX8 Premium 2020. Xe gia đình, 1 đời chủ, không đâm đung, thủy kích. ODO 111000. Liên hệ Zalo hoặc Call SDT giúp mình"
p15_s13_1776269822,CX-5,Premium 2.0 AT,2022,709.0,34000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Xám,False,5,2.0,FWD,6,car_p15_s13_1776269822,"MAZDA CX5 PREMIUM 2022 ODO 34.000 KM XE ĐẸP CHUẨN CHỈ Form dáng hiện đại nội thất sang trọng vận hành êm ái, tiết kiệm nhiên liệu Xe gia đình sử dụng kỹ, cam kết zin từng chi tiết Trang bị bản Premium full option ghế da cao cấp, điều chỉnh điện, nhớ hai vị trí, màn hình lớn, camera, cảm biến, cửa sổ trời, hệ thống giải trí loa Bose, cốp điện, phanh điện tử, auto hold, điều hoà tự động ... Mazda CX5 Premium 2022 Odo 34.000 km chuẩn Tình trạng cực đẹp không lỗi nhỏ Giá cực tốt chỉ 709 triệu Xe sẵn tại kho xem xe trực tiếp, hỗ trợ trả góp nhanh Liên hệ ngay Thái Fastcars"
p12_s12_1774728450,Mazda 3,1.5 Luxury,2021,525.0,41000.0,Tự động,Xăng,Sedan,Việt Nam,Trắng,True,5,1.5,FWD,6,car_p12_s12_1774728450,"Bán Mazda 3 2021 bản Luxury, màu trắng. Chính chủ biển Hà Nội. Chạy 4.1 vạn còn rất mới. Ghế da theo xe, cảm biến camera lùi, điều hoà auto. Ghế điện bên lái. Máy móc zin. giá mong muốn 525 triệu"
p65_s5_1776276519,Mazda 3,1.5 AT,2018,419.0,90000.0,Tự động,Xăng,Sedan,Nhật Bản,Khác,True,5,1.5,FWD,6,car_p65_s5_1776276519,Cần đổi xe 7 chỗ vì đông người Xe 1 chủ mua mới từ đầu - vô lăng cacbon - lên màn hình lớn - mâm vỏ mới Chia lại cho anh em có nhu cầu Bao check test thoải mái
p29_s2_1774764272,Mazda Other,2.2L 4x2 AT,2016,340.0,125000.0,Tự động,Dầu,Unknown,Thái Lan,Khác,True,5,2.2,FWD,6,car_p29_s2_1774764272,Xe nhà chính chủ không dùng cần bán tình trạng xe còn mới đẹp chưa va chạm ngập nước
p32_s2_1774765097,Mazda 3,Unknown,2005,115.0,183393.0,Số sàn,Xăng,Sedan,Việt Nam,Bạc,True,4,2.0,FWD,6,car_p32_s2_1774765097,mazda3 2005 xe chính chủ xe đẹp rin từ trong ra ngoài giá bán 115tr
p28_s11_1774764168,CX-5,2.5,2019,550.0,200000.0,Tự động,Xăng,SUV,Khác,Đen,True,5,2.5,FWD,6,car_p28_s11_1774764168,madaz cx5 đời 2019 bản 2.5 full xe đi đc 20 vạn. chính chủ.
p20_s10_1776270881,CX-5,2.0L FWD,2018,569.0,56000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Đen,True,5,2.0,FWD,6,car_p20_s10_1776270881,"𝐌𝐚𝐳𝐝𝐚 𝐂𝐗𝟓 𝟐.𝟎𝐋 𝐅𝐨𝐫𝐦 𝐦𝐨𝐢 𝟐𝟎𝟏𝟖 Đ𝐨𝐧𝐠 𝐜𝐨 Xăng 2.0L, 110HP 𝐇𝐨𝐩 𝐬𝐨 Số tự động 𝐌𝐚𝐮 𝐱𝐞 Bạc - nội thất đen 𝐒𝐚𝐧 𝐱𝐮𝐚𝐭 Việt Nam 𝐎𝐃𝐎 56.000km 𝐗𝐞 đ𝐮𝐨𝐜 𝐭𝐫𝐚𝐧𝐠 𝐛𝐢 Xe sản xuất cuối 2017, trang bị nhiều hệ thống an toàn cao cấp, ga tự động, phanh tay điện tử, phanh tự động, cửa sổ trời, 6 túi khí, cốp điện...và vô vàng các trang bị an toàn khác,... 𝐓𝐢𝐧𝐡 𝐭𝐫𝐚𝐧𝐠 𝐱𝐞 Xe 1 chủ từ đầu, đi kĩ, động cơ hộp số zin mượt mà, ngoại thất và nội thất còn mới, mới thay 4 lốp mới đi Tết, 5 chỗ rộng rãi, siêu đầm chắc, chạy cực êm, siêu tiết kiệm nhiên liệu. 𝐂𝐚𝐦 𝐤𝐞𝐭 𝐤𝐡𝐨𝐧𝐠 𝐭𝐚𝐢 𝐧𝐚𝐧, 𝐧𝐠𝐚𝐩 𝐧𝐮𝐨𝐜, 𝐭𝐮𝐚 đ𝐨𝐧𝐠 𝐡𝐨 Đ𝐨𝐧𝐠 𝐜𝐨, 𝐡𝐨𝐩 𝐬𝐨 𝐧𝐠𝐮𝐲𝐞𝐧 𝐛𝐚𝐧, 𝐛𝐚𝐨 𝐡𝐚𝐧𝐡 𝟓𝟎𝟎𝟎𝐤𝐦 𝐡𝐨𝐚𝐜 𝟔 𝐭𝐡𝐚𝐧𝐠 𝐁𝐚𝐨 𝐭𝐞𝐬𝐭 𝐡𝐚𝐧𝐠, 𝐠𝐢𝐚𝐨 𝐱𝐞 𝐭𝐨𝐚𝐧 𝐪𝐮𝐨𝐜 𝐇𝐨 𝐭𝐫𝐨 𝐯𝐚𝐲 𝐭𝐫𝐚 𝐠𝐨𝐩 𝐓𝐡𝐮 𝐦𝐮𝐚 đ𝐚 𝐝𝐚𝐧𝐠 𝐭𝐚𝐭 𝐜𝐚 𝐜𝐚𝐜 𝐝𝐨𝐧𝐠 𝐱𝐞 𝐜𝐮 𝐠𝐢𝐚 𝐜𝐚𝐨"
p71_s16_1776277360,CX-30,Premium 2.0 AT,2021,595.0,90000.0,Tự động,Xăng,SUV / Cross over,Thái Lan,Cam,False,5,2.0,FWD,6,car_p71_s16_1776277360,"Mazda Cx30 sản xuất 2021 nhập thái / 2 remote zin hub kính - mâm lốp - heo thắng - cam360 - 2 ghế điện - cốp điện - cảnh báo làn , cảnh báo vượt trên gương - sấy sưởi nhớ 2 vị trí ghế - cần số pha lê - đèn bi led - trần sao rơi - cảng gió thể thao. Toàn đồ xịn còn nhiều đồ chơi khác... máy số keo chỉ nguyên zin / không 1 lỗi nhỏ bao check test bất kì đơn vị thứ3"
p3_s6_1774726687,CX-5,Unknown,2024,780.0,12246.0,Tự động,Xăng,SUV,Khác,Trắng,False,5,2.0,FWD,6,car_p3_s6_1774726687,Thì trường đang chậm nhưng mà mới quá lại phải mua Mazda cx5 2024 pre Xuất hóa đơn 600 triệu 7xx triệu
p50_s10_1774769090,CX-5,Premium,2022,755.0,53000.0,Tự động,Xăng,SUV / Cross over,Khác,Trắng,False,7,2.5,FWD,6,car_p50_s10_1774769090,"MAZDA CX5 bản 2.5L Premium Sản xuất 2022 ODO 53.000km Màu Trắng Động cơ Xăng Biển số Tỉnh Xe trang bị Dán phim cách nhiệt, sàn, cam 360,. Xe cam kết chất lượng không đâm đụng, không ngập nước, odo chuẩn, pháp lý chuẩn. Giá Bán 755tr"
p19_s16_1776270767,Mazda 3,1.5 AT Sedan,2015,330.0,130364.0,Tự động,Xăng,Sedan,Việt Nam,Xám,False,5,1.5,FWD,2,car_p19_s16_1776270767,"Mình cần bán Mazda3 sx cuối 2015 cá nhân công chức HN đi, bảo dưỡng định kỳ, vừa thay 4 quả lốp 2026 mới tinh, xe vừa bảo dưỡng nên mn mua về chỉ việc đi."
p20_s14_1774760566,CX-5,Premium,2024,819.0,4947.0,Tự động,Xăng,SUV,Khác,Bạc,False,5,2.0,FWD,6,car_p20_s14_1774760566,"Mazda CX-5 premium sport đời 2024 màu bạc, xe chạy 4947 km. - Hộp số tự động, 5 chỗ ngồi. - Thiết kế hiện đại, nội thất tiện nghi. - Xe vận hành êm ái, tiết kiệm nhiên liệu. - cam kết xe không lỗi nếu sai xin chịu hoàn toàn chi phí"
p27_s6_1776271910,Mazda 2,Luxury,2021,416.8,37000.0,Tự động,Xăng,Hatchback,Thái Lan,Trắng,False,5,2.0,FWD,6,car_p27_s6_1776271910,"Mazda 2 Luxury 2021 nhập Thái Em có con xe mua cho vợ đi chợ nhưng dạo này hay đi ăn ngoài, thấy thừa quá nên chia lại cho ae Xe mới đi đúng 37k cây, cam kết không tua Đăng kiểm còn hơn 1 năm Bao đâm đụng ngập nước, check bảo hiểm luôn Bảo dưỡng 100 hãng, mọi thứ nguyên bản. Chỉ dùng đón con và đi chợ nên cũng chả đi nhiều. Xem xe trực tiếp tại HCM"
p31_s10_1776272657,CX-5,2.0 Premium,2024,765.0,22000.0,Tự động,Xăng,SUV / Cross over,Việt Nam,Cam,True,5,2.0,FWD,6,car_p31_s10_1776272657,"-Mazda cx5 tháng 11 năm 2024 premium 2.0 AT chạy lướt hơn 2v chính chủ -Cam kết máy móc zin,xe siêu đẹp siêu lướt..xe đẹp như mới tiết kiệm hơn 100 triệu so với xe mới - Xe chạy 22000 Km - Xe có cửa sổ trời"
p24_s19_1776271566,Mazda 6,2.0MT,2003,165.0,280000.0,Số sàn,Xăng,Sedan,Nhật Bản,Đỏ,False,5,2.0,FWD,6,car_p24_s19_1776271566,"Mazda6 đời 2003 số sàn, xe đẹp, sử dụng tốt. - Máy vận hành ổn định, khung gầm chắc chắn. Đi cao tốc 100 mượt mà, không rung lắc. Chạy đường dài ổn định. - Nội thất da đẹp, sạch sẽ. - Sơn xe còn đẹp. - Trang bị màn hình Android, camera lùi, camera hành trình. - Giá 165 triệu, có thương lượng."
p74_s2_1776277829,Mazda 3,1.5L Luxury,2022,565.0,64986.0,Tự động,Xăng,Hatchback,Khác,Trắng,False,5,1.5,FWD,6,car_p74_s2_1776277829,"Nam Dương Auto vừa về Mazda3 Luxury 2022 Xe nguyên bản, nội ngoại thất đẹp, đầy đủ phụ kiện theo. Xe cam kết tuyệt đối không đâm đụng va chạm ảnh hưởng đến keo chỉ, kết cấu, khung gầm. Không thuỷ kích, ngập nước, động cơ hộp số nguyên zin, bảo dưỡng định kỳ. Khi mua sắm tại Công Ty CP Ô tô Nam Dương, Quý Khách sẽ được những quyền lợi đặc biệt sau - Thông báo trung thực, chi tiết tình trạng, chất lượng của xe. Quý khách được ký hợp đồng với công ty để việc cam kết đúng quy định và được pháp luật bảo vệ quyền lợi. - Không cần đặt cọc, quý khách được mang xe đi check/ test bất kỳ đâu nếu ưng mới thanh toán, ký hợp đồng. - Ký hợp đồng bảo hành xe tuỳ từng xe từ 06-36 tháng. - Tặng gói bảo dưỡng xe nên quý khách sẽ không tốn thêm chi phí nào khác khi mua sắm tại Nam Dương Auto. - Kiểm tra định kỳ miễn phí và thay dầu miễn phí 1 năm. - Hỗ trợ trả góp với lãi suất thấp, nhanh gọn - Check xe và định giá miễn miễn phí cho khách hàng có nhu cầu bán hoặc đổi xe - Nhận xử lý phạt nguội, sang tên, thay thế phụ tùng Và rất nhiều chính sách hậu mãi cực kỳ tuyệt vời khác. Quý Khách vui lòng gọi điện tới Hotline hoặc qua showroom để nghe tư vấn miễn phí."
p3_s17_1774726804,CX-5,2.5 Premium,2018,580.0,87000.0,Tự động,Xăng,SUV,Khác,Đỏ,True,5,2.5,FWD,6,car_p3_s17_1774726804,"Cx5 2018, bản 2.5 Premium Một chủ từ đầu, đi được 87.000km Xe đẹp, cam kết không đâm đụng, ko ngập nước"
